	,
🆘	SOS
🆙	UP!
🆚	VS
🇦	A
🇧	B
🇨	C
🇩	D
🇪	E
🇫	F
🇬	G
🇭	H
🇮	I
🇯	J
🇰	K
🇱	L
🇲	M
🇳	N
🇴	O
🇵	P
🇶	Q
🇷	R
🇸	S
🇹	T
🇺	U
🇻	V
🇼	W
🇽	X
🇾	Y
🇿	Z
🈵	滿
🈺	營
🌟	⭐
🏼	 
💓	♥
💔	♥
💕	♥
💖	♥
💗	♥
💘	♥
💙	♥
💚	♥
💛	♥
💜	♥
💝	♥
💞	♥
💟	♥
💲	$
🔟	10
🔢	:numbers:
🔣	:symbols:
🖒	👍
🖚	👉
🖛	👈
🖜	👉
🖝	👈
🖞	☝
🖟	👇
🖢	👆
🖣	👇
🖤	♥
🧡	♥
𠀇	且
𠀠	其
𠀤	並
𠀧	三
𠀭	平
𠁦	中
𠁽	丸
𠁿	丹
𠂇	左
𠂤	堆
𠃊	匸
𠃕	州
𠃬	疇
𠄎	乃
𠄘	承
𠄞	二
𠄠	二
𠄡	五
𠄬	棗
𠄹	亟
𠆢	人
𠈣	老
𠊱	候
𠊳	便
𠍱	集
𠎀	傑
𠎷	僑
𠐔	魯
𠐟	僚
𠒇	兒
𠔃	兮
𠔊	兵
𠕄	凹
𠕹	天
𠖠	古
𠖥	寵
𠙊	風
𠙖	憑
𠙵	集
𠙻	王
𠚣	刀
𠚹	刈
𠛰	別
𠜚	型
𠜱	卑刂
𠜻	劃
𠜼	掐
𠝹	界刂
𠟭	則
𠟱	劃
𠠬	簽
𠠲	力
𠤉	絕
𠤎	匕
𠥓	匚
𠥔	匯
𠦃	卅
𠩤	原
𠩺	厘
釐	厘
𠮡	只
鼐	大鼎
齙	齒突
趺	⻊夫
跗	⻊付
哧	 o赤
啉	 o林
噰	 o雍
喹	 o奎
嘧	 o密
噔	 o登
噙	含
墑	土商
歒	敵
歊	敵
𠮨	乃
𠯑	舌
𠯗	咋
咣	 o光
哌	 o派
咂	咋
𠯻	幻
𠰳	丙
𠱁	 o氹
呋	 o夫
𠱃	 o凹
𠱓	詭
𠱗	草
𠱸	 o臣
𠲖	衣
𠲿	束
𠴕	妙
𠴱	固
𠵇	奇
𠵈	妹
𠵱	依
𠵼	孟
𠵿	披
𠶜	制
𠶧	掂
𠶺	哽
𠷓	只
𠸄	英
𠸉	咳
𠸏	茄
𠸝	倢
𠹌	 o能
𠹳	傑
𠹺	埋
𠺌	鬼
𠺑	笑
𠺘	浪
𠺝	格
𠺫	料
𠻸	嗣
𠻹	添
𠼦	曼
𠼮	偽
𠼱	累
𠼻	基
𠽌	雪
𠽤	戟
𠾍	棄
𠾐	隆
𠾖	器
𠾴	棒
𠿚	葉
𠿭	滑
𡁵	緊
𡁶	截
𡁻	趙
𡃁	 o靚
𡃇	弊
𡃓	播
𡃤	賴
𡃴	隨
𡄽	瀉
𡅈	罅
𡆀	轟
𡆸	日
𡈹	限
囿	限
𡈼	任
𡉼	升
𡋡	袁
𡍚	林
𡍺	重
𡎘	英
𡎩	坑
埂	坑
阬	坑
𡏞	溝
𡑞	隧
𡒊	壆
𡓱	擁
𡕛	黃
𡖄	外
𡖇	多
𡖍	夜
𡗓	立
𡗕	亦
𡗠	內
𡗶	天
𡙕	執
𡙡	羹
𡚁	弊
𡚒	奮
𡚦	女
𡜱	嫉
𡟖	婆
𡡗	孌
𡡿	嫡
𡥃	好
𡥼	背
𡩋	寧
𡩑	寰
𡩧	寶
𡪊	農
𡭎	導
𡭚	三小
𡯁	尢
𡯶	就
𡰪	俗
𡲕	屜
𡳞	撚
𡳿	之
𡴖	南
𡴳	嶽
𡶓	嶽
𡶳	嶽
𡶶	峰
𡷊	島
𡹐	崔
𡽘	路
𢀩	差
𢁉	選
𢂇	帝
𢂑	拭
𢂷	恰
𢃇	里
𢅖	簾
𢆡	年
𢆥	南
𢆶	絲
𢇁	絲
𢇃	絲
𢇍	絕
𢌖	廳
𢌥	逞
𢌱	與
𢌵	戒
𢍅	煥
𢐧	擎
𢐴	鳳
𢒈	形
𢒸	色
𢓭	俊
𢓾	俗
𢔵	溝
𢕐	旋
𢖢	農
𢗘	忽
𢘛	拆
𢘻	悉
𢙇	衣
𢙢	恐
𢛴	掹
𢜒	愈
𢜫	醒
𢝊	憂
𢞅	要
𢞵	鞭
𢠃	猄
𢠳	憋
𢠵	惝
𢡟	懋
𢡱	殼
𢢙	慄
𢣚	爾
𢣷	懼
𢤦	懂
𢤱	狼
𢥠	悚
𢥧	願
𢥫	戇
𢥺	戇
𢦀	戇
𢦐	我
𢧁	歲
𢫏	全
𢫨	扌戎
𢭃	扌豆
𢭆	抽
𢮁	扌於
𢮂	扌弦
𢮈	扌忿
𢮋	扌承
𢮍	扌穹
𢮎	扌虎
𢮏	手
𢮐	扌尚
𢮑	剝
𢮒	阜
𢮓	扌制
𢮜	手
𢮝	手
𢯊	扌的
𢯎	淆
𢯫	扌段
𢯬	梗
𢯮	扌胃
𢯰	扌律
𢯶	扌室
𢯹	扌革
𢯺	扌禹
𢯼	扌衍
𢯾	扌冒
𢯿	扌苞
𢰆	扌苻
𢰏	扌孚
𢰝	扌茂
𢰠	扌幽
𢰡	扌侯
𢰢	扌首
𢰥	扌苔
𢰦	扌春
𢰭	扌勇
𢰮	扌胡
𢰲	扌眉
𢰳	扌要
𢰴	扌故
𢰶	扌英
𢰽	扌急
𢰾	扌怠
𢱁	扌苜
𢱃	扌科
𢱈	假
𢱉	扌歪
𢱋	扌度
𢱍	扌勉
𢱎	扌拜
𢱏	扌訂
𢱐	扌姚
𢱑	抓
𢱒	扌美
𢱓	扌洗
𢱔	扌盆
𢱕	扌耷
𢱖	扌某
𢱗	扌苦
𢱘	扌彥
𢱙	扌孩
𢱜	扌待
𢱝	扌茁
𢱞	茁
𢲡	乸
𢲷	抓
𢳂	勺
𢳆	扌敖
𢳜	徙
𢴇	執
𢴈	撻
𢴨	摘
𢴩	勺
𢶤	扌靴
𢶷	解
𢷄	滅
𢷮	對
𢸍	震
𢹂	攜
𢹬	擁
𢹸	撮
𢿪	敵
𣀵	變
𣁽	魁
𣂞	郎
𣃚	航
𣄃	旗
𣆳	哽
𣈱	暢
𣈳	冕
𣈴	瞄
𣈶	曬
𣉚	羊
𣉢	瞇
𣊤	農
𣊬	瞬
𣋉	噢
𣌀	曦
𣌩	良
𣍈	豐
𣎭	農
𣎴	不
𣏌	杞
𣏟	麻
𣐚	木冰
𣑯	桃
𣓌	木咎
𣔼	竿
𣕧	架
𣖀	梗
𣖕	屏
𣖙	樣
𣗍	棋
𣚌	樀
𣜯	萱
𣝪	鬱
𣞘	杴
𣞶	攆
𣥍	近
𣦵	歹
𣦸	死
𣪊	殼
𣪎	慤
𣪲	鑿
𣲨	牙
𣲷	黏
𣳔	佣
𣳾	泰
𣴴	海
𣶒	淵
𣷭	彼
𣸵	滅
𣺉	淋
𣽽	潸
𣾀	匯
𣾏	琦
𣾪	滴
𣾴	僕
𣾷	喬
𤁒	凝
𤂸	淳
𤅟	露
𤅶	變
𤆍	赤
𤆣	及
𤇾	熒
𤉷	燃
𤊓	灬兒
𤊙	焦
𤋮	熙
𤋳	魚
𤌴	傑
𤍠	熱
𤎌	灬堂
𤎜	灬朗
躞	軸
夑	調
燮	調
𤏻	調
𤑕	燻
𤑴	灬焌
𤔔	亂
𤔲	辭
𤕯	漿
𤖠	牆
𤘅	牙
𤟌	獎
𤟥	犬
𤠣	猴
𤡑	飄
𤢪	獵
𤤴	玉
𤦎	倫
𤦺	琦
𤧚	玉怱
𤧞	美
𤨒	恩
𤨕	勒
𤨪	燦
𤨿	鏘
𤩝	喬
𤩹	壁
𤪅	瑤
𤫅	碧
𤫟	麗
𤯓	生
𤰃	用
𤱪	畫
𤲆	畛
𤲯	畫
𤳙	苑
𤴆	疇
𤶸	那
𤷈	奈
𤷪	孟
𤺥	瘩
𤺧	曾
𤼩	癸
𤾗	煌
𥁕	皿
𥁞	盡
𥄫	 gup
𥅈	立
𥆢	眼
𥇣	睥
𥇦	晰
𥉏	看
𥊲	瞪
𥊼	瞪
𥋇	掌
𥌓	曙
𥍯	銘
鎸	銘
鋑	銘
鑴	銘
𥎦	侯
𥐘	石
𥑮	古
𥔵	磁
𥕞	障
𥖁	磚
𥘉	初
𥘎	衫
𥘵	袒
𥙭	社
𥙷	補
𥙸	禱
𥚃	裡
𥛔	禍
𥝢	利
𥤮	突
𥦬	窗
𥧌	睡
寐	睡
寤	醒
𥩓	竊
𥫔	贛
𥫱	囤
𥰆	蒂
𥱊	席
𥲑	蔓
𥲒	築
𥳀	蔚
𥼃	精
𥿄	紙
𦆾	繂
𦍌	羊
𦎫	敦
𦒳	老
𦓮	簡
𦔻	聽
𦘣	斧
𦘺	肥
𦙵	腕
𦙶	股
𦞣	臊
羶	羊臊
羴	羊臊
羼	羊臊
膻	臊
𦟌	⺼展
𦟤	饈
𦢓	⺼墨
𦣹	自
𦤓	鼻
𦤺	致
𦥑	臼
𦥯	學
𦥺	要
𦦤	農
𦦥	農
𦧲	 lur
𦧺	賴
𦨵	航
𦪉	津
𦶛	莫
𦽊	驊
𧅥	馨
𧉥	北
𧊀	加
𧊅	虫另
蝽	虫春
蝮	虫复
𧋍	蜇
𧋦	虫尾
𧍞	鱷
𧐅	蛆
𧐢	蠔
𧕴	爛
𧗟	道
𧗠	衍
𧗾	衡
𧘂	衝
𧘝	表
𧘲	祉
𧘹	太
𧘻	祈
𧙗	佑
𧜸	衰
𧞻	襄
𧡿	親
𧢻	觸
𧦅	謳
𧦠	呃
𧨶	訁妖
𧩙	誕
𧩽	諄
𧪿	講
𧫪	謔
𧫴	謹
𧬍	謫
𧬨	訁歲
噦	訁歲
𧯽	禮
𧴯	背
𧵒	賈
𧵗	貫
𧵩	責
𧵽	買
𧶶	販
𧶽	賜
𧷓	賣
𧷗	賣
𧹎	贖
𧹏	賺
𧽻	趜
𧾷	足
𧿘	⻊升
𧿹	⻊姆
拇	姆
𨁈	⻊更
𨂃	蹦
𨂾	檻
𨃩	⻊扇
𨄮	摔
𨅙	蹄
蹢	蹄
𨅝	⻊撐
𨈇	檻
𨈓	身小
𨋢	 lift
𨍭	轉
𨏖	車
𨑆	農
𨑇	農
𨑋	農
𨒂	延
𨒦	迎
𨒪	速
𨒵	過
𨔣	迦
𨗁	適
𨗝	遹
𨘋	邀
𨙷	邢
𨚦	邦
𨟻	醬
𨣶	醇
𨤳	厘
𨥀	金
𨥈	紀
𨫡	鍵
𨮚	鑄
𨮝	鑿
𨰎	鈿
𨰹	鑑
𨱗	長
𨳊	九
𨳍	七
𨳒	小
𨴉	開
𨶙	能
𨶹	絲
𨸚	級
𨺲	隅
𨻲	罅
𨽶	畫
𩅍	曼
𩆜	靈
𩊳	鞏
𩌻	鞭
𩓣	須
𩙱	飛
𩛎	岩
𩜠	岩
飧	晚食
饔	早食
𩟷	早食
夬	決
𩠐	首
𩠑	頂
𩢲	駛
𩦢	虞
𩩍	娉
𩫏	郭
𩬎	壬
𩲚	鬼
𩶘	魚
𪂊	鴕
𪂝	東
𪂹	鶉
𪆾	鶉
𪓽	鼉
𪔂	鼎
𪔅	員
𪖙	齁
𪗋	齊
𪙛	甩
𪷿	穎
𫝆	今
𫞴	祭
𬒗	覽
㡬	幾
𭆒	農
揤	扌即
蠲	陸
傋	備
鈄	斜
䶢	鹹
泆	佚
稙	植
犆	特
閰	閻
槨	郭
椁	郭
銿	鋪
硑	研
宓	密
咾	嚕
軑	軚
誔	誕
㩒	撳
㯲	撳
籣	欄
鉐	金石
慍	怒
嶴	奧
毄	擊
荖	艹老
蓊	艹翁
鐠	譜
瘢	疤
穠	濃
尶	尷
荳	豆
貾	貶
迓	接
珅	坤
紵	艹寧
薴	艹寧
蕖	艹渠
芩	艹今
苧	艹寧
爤	爛
佪	徊
稹	禾真
覯	觀
璂	基
蕞	艹最
鶻	骨鳥
蘅	艹衡
芴	艹勿
荑	艹夷
葒	艹紅
荸	艹勃
挬	拔
曏	向
閬	良
卲	邵
劭	邵
熗	槍
躑	躊
踟	躊
躅	躕
䠱	躕
躇	躕
鼙	顰
瘜	疒息
痡	疒甫
癋	疒惡
瘙	疒抓
蝩	虫重
鸁	贏
襌	禪
悛	悔
鈩	爐
㔆	刺
篁	皇
黠	點
鰶	際魚
٪	%
榑	博
臞	瘦
懨	厭
曚	矇
靀	雨矇
霥	矇
濛	矇
曨	矓
瘢	疤
軲	輪
轂	輪
牘	信
斫	擊
衾	襟
瑀	玉
㖒	啼
黥	黑京
塋	墳
戕	戈
赳	雄
顅	顧
孥	子女
蠧	蠹
燾	壽
桎	束
梏	縛
絎	縫
仨	三人
詁	估
焢	烘
鋈	沃金
遒	強
怍	愧
岫	山由
媼	女溫
𨨥	探
廛	宅
饜	飽
螶	虫浮
蜉	虫浮
蝣	虫遊
虯	虫糾
虬	虫糾
嶗	山勞
紿	給
孛	勃
鉚	釒卯
鋮	釒成
鑠	釒樂
浡	氵勃
鎝	釒答
鈽	釒布
鐨	釒費
鎩	釒殺
鍘	釒則
銑	釒先
鋯	釒告
銻	釒弟
鍥	釒契
鏌	釒莫
鋃	釒郎
錪	釒典
鑭	釒闌
鏜	釒堂
鑞	釒臘
戉	斧
鉞	釒斧
鎙	釒朔
銦	釒因
鈀	釒巴
鍺	釒者
鎦	釒留
鏴	釒留
鑥	釒留
鎏	流金
銥	釒衣
鎯	釒郎
鈇	釒夫
鈐	鈴
逡	徘
簚	篾
橽	撻
嘣	蹦
嗩	鎖
驀	忽
鷀	茲鳥
鶿	茲鳥
鸕	盧鳥
綰	結
怙	恃
橕	撐
闋	曲
躓	沛
𠳔	佢
琲	啡
琲	啡
鸝	麗鳥
薤	辣韭
藠	辣韭
顢	糊
頇	塗
曩	往
悩	惱
蹣	踉
跚	蹌
蹡	蹌
惀	愉
峪	山谷
詥	諧
笓	琵
篦	琵
箆	琵
檲	木團
㲺	木團
楹	木盈
㑡	亻即
卟	卜
趧	趕
筧	覺
磴	石階
嫒	愛
逑	求
㘠	閉
鍡	餵
頖	類
徰	征
嚧	叫
郅	至
颻	風搖
鶼	兼鳥
鰈	魚蝶
掄	揮
㒹	顛
愴	悲
姹	女宅
嫗	母
婧	倩
奼	女宅
嬗	女亶
嬿	女燕
瀡	 sir 
韡	韋華
黹	繡
圯	橋
翀	羽中
腠	奏
㪫	睿
赲	攰
䦕	開
閛	開
嶙	山粦
峋	山旬
陯	淪
遴	揀
躪	躝
圴	均
墀	土犀
挷	綁
裇	恤
爖	籠
妯	姻
娌	親
柘	木石
䆁	釋
觴	杯
淂	得
懌	悅
頎	修
瑗	玉援
頖	類
耹	聆
聒	吵
諢	謔
帎	枕
薅	拔
箢	宛
┅	...
袮	祢
禰	祢
傯	總
徜	躺
徉	徘
紆	迂
皪	白樂
抦	柄
跎	陀
筳	筵
眝	目寧
貯	儲
緾	纏
虴	蚱
眀	明
屵	岸
禇	緒
瘕	瑕
倏	忽
䢱	讀
齌	齋
肏	入肉
熜	熄
跺	頓
跥	頓
蹬	頓
磿	磨
眛	昧
裱	錶
姵	女佩
愀	悲
柝	拆
ᚒ	-
矖	曬
汬	井水
趐	翅
桴	木浮
漚	嘔
⅀	∑
蜃	虫振
蜄	虫振
贑	戇
慬	謹
鼐	大鼎
倨	個
顉	鎮
鰦	魚茲
鰱	魚連
￦	₩
難	難
著	著
艹	艹
艹	艹
褐	褐
視	視
謁	謁
謹	謹
賓	賓
贈	贈
逸	逸
響	響
頻	頻
恵	惠
𤋮	熙
舘	館
㴝	梨
嶪	業
豢	飼
蹓	騮
爰	援
輦	夫車
拄	柱
	 tm 
㊣	正
籄	箕
蕢	箕
簣	箕
攥	握
撍	賺
揝	賺
攅	賺
攢	賺
珅	坤
袪	去
唎	脷
穚	橋
釱	鈦
吁	呼
綣	卷
緇	黑
錙	分
銖	毫
鴣	古鳥
礡	壯
礴	壯
礡	壯
萛	算
墶	撻
攆	趕
櫕	攢
綀	練
顄	頷
嘸	無
紏	斜
䃍	墜
鐐	鎖
婀	女阿
䂝	砍
讒	謗
爉	臘
佷	很
槁	枯
㫁	斷
誏	讓
櫪	木歷
㗻	喎
橈	撓
覑	著
琑	瑣
稗	禾卑
蘢	籠
褀	祺
蠵	虫雋
巂	雋
譭	毀
醶	鹼
洎	到
諄	循
唿	篋
姮	女旦
皀	皂
吡	比
呲	比
苙	笠
椏	丫
誋	諗
摶	搏
氶	承
騼	轆
輥	轆
袓	祖
櫺	檻
欞	檻
鷂	鳥搖
膞	膊
汔	汽
繾	情
鷓	庶鳥
瑭	塘
驁	敖馬
抅	勾
癦	墨
謢	護
缶	瓦
甋	磚
瓴	今瓦
婥	女卓
妸	女可
鴆	忱鳥
摌	剷
俥	車
蹼	撲
刋	刊
㘭	拗
堔	深
弇	蓋
儸	囉
陟	升
盦	庵
獪	猾
蘗	薛
庒	莊
緍	婚
䄛	褸
塀	土屏
踮	掂
䗓	蜻蜓
蟌	蜻蜓
閎	宏
谹	谷宏
摵	搣
蝪	蜴
覻	看
齉	鼻塞
爨	炊
龘	龍龍龍
虋	艹釁
齾	獻齒
旎	麗
旖	美
檹	木施
旑	美
竉	寵
駷	馬束
犛	髦
旄	髦
嵨	山烏
庖	廚
糢	模
菫	董
誑	訁狂
捭	俾
曈	瞳
鴐	駕
鈐	鈴
輊	低
酙	斟
忪	松
怔	愣
噯	曖
郩	郁
卥	滷
檞	木解
俓	徑
鑯	纖
挹	揖
箂	萊
嶂	山章
嶠	山喬
毴	陰
隂	陰
屄	陰
扠	叉
衪	祂
桉	木安
靨	窩
喁	禺
襙	燥
灠	覽
棈	木青
朿	束
怛	但
≖	=
＝	=
蟮	鱔
蛐	虫曲
蟺	蚓
澠	繩
屻	山刃
淅	晰
鐫	鑿
鄱	番阝
鄢	焉阝
郴	林阝
郗	希阝
鄞	僅阝
邳	丕阝
郜	告阝
酈	麗阝
郫	卑阝
堮	際
遨	敖
囫	完
圇	整
囹	牢
圄	囚
愆	過
戩	盡
払	拂
后	後
拽	曳
挎	掛
樾	樹陰
檣	桅桿
艢	桅桿
杆	桿
扦	桿
杠	槓
櫞	木緣
檄	木激
敫	激
薂	皎
皦	皎
璬	玉皎
獥	皎
燩	灬皎
曒	皎
憿	皎
礉	皎
譥	皎
潿	氵圍
瀲	氵斂
傚	效
嗷	 o敖
躈	噭
瀠	氵縈
瀯	氵縈
濙	氵縈
洄	氵迴
漯	氵累
溧	氵栗
潞	氵路
潴	氵儲
潸	淚
淙	氵宗
潺	氵孱
豊	禮
澧	氵禮
澹	氵詹
炁	氣
煊	灬宣
甾	淄
瘸	跛
癟	凹
皴	皺
眥	眶
睢	目淮
瞑	冥
眇	渺
緲	渺
瞟	瞥
砝	石法
砭	石乏
碣	石曷
磕	石嗑
脘	胃腔
縴	纖
耄	老毛
耋	老至
莪	艹我
蓀	艹孫
荸	艹勃
莠	艹秀
菈	艹拉
菏	艹河
菘	艹松
蓽	艹畢
菟	艹兔
莵	艹兔
菡	艹函
菽	艹叔
萁	艹其
萋	艹妻
萘	艹奈
萸	艹臾
茰	艹臾
笳	竹加
芃	艹凡
葳	艹威
蓯	艹從
蒹	艹兼
蓼	艹翏
蔫	艹焉
萣	艹定
蘄	艹祈
蕻	茂
藿	艹霍
蘼	艹靡
殱	殲
脳	腦
芩	艹今
芾	艹市
苕	艹召
苻	艹付
茬	艹在
茼	艹同
笞	竹台
匍	趴
匐	伏
饕	貪財
餮	貪食
馗	九首
逵	陸
揠	拔
拨	拔
凶	兇
咸	鹹
𤣩	玉
⾑	覆
覀	覆
飅	颼
飀	颼
镸	長
鎇	釒每
鋂	釒每
齏	齋
韲	齋
虀	齋
菾	艹添
薐	艹稜	
掭	扌添
悿	忄添
忝	添
婖	女添
潟	瀉
胼	繭
腁	繭
骿	繭
胝	繭
迊	幣
帀	幣
匝	遍
濯	滌
臧	藏
霵	雨戢
蕺	艹戢
蒺	艹疾
濈	氵戢
擑	扌戢
嶯	山戢
䰾	魚巴
坼	拆
坻	邸
殄	蹋
愎	執
騖	務鳥
鶩	務鳥
鳧	鳥几
畠	町
㷫	慶
熨	慶
醪	濁酒
醴	酉甜
酏	酉也
酖	酉沉
酕	酉毛
酡	酉它
酤	酉古
酟	酉占
酢	酉乍
酴	酉余
酺	酉甫
酲	酉呈
酹	酉灑
酳	酉漱
𨟴	酉漱
醅	酉培
醆	酉盞
醊	酉祭
醁	酉碌
醄	酉淘
醓	肉醬
醑	酉胥
醢	肉醬
醟	酗
醝	酉差
醠	酉盎
醨	酉離
醥	酉票
醧	酉區
酰	酉流
醯	酉流
醪	酉翏
醱	酉發
醰	酉覃
醴	酉禮
醷	酉意
醵	酉聚
醲	酉濃
醳	酉釋
醹	酉需
醼	酉燕
酿	酉良
釂	酉嚼
䂊	豫
决	決
挂	掛
晧	皓
叠	疊
凄	淒
呇	水口
携	攜
洐	衍
盗	盜
𠀡	先
畩	日衣
漥	窪
别	別
龟	龜
剥	剝
杰	傑
昵	暱
担	擔
懢	慳
吕	呂
趺	跌
啀	唉
庄	莊
荐	薦
跏	跛
晒	曬
揨	撞
溤	馮
潚	嘯
賻	膊
恒	恆
榣	木搖
内	內
嚦	瀝
禠	褫
哣	豆
厦	廈
抛	拋
朁	僭
纙	邏
謅	亂說
咨	諮
并	並
蟷	虫當
薵	籌
唂	谷
昐	盼
丢	丟
叙	聚
亘	亙
𧨾	氹
悦	悅
捸	逮
㑀	伏
雇	僱
畯	田俊
徾	徵
鉖	終
柜	櫃
禝	稷
謖	稷    
笫	第
賌	賅
冲	沖
螅	虫息
舦	軚
跕	⻊占
獳	犭需
縺	糹連
縞	稿
紻	糹央
詒	貽
鏸	釒惠
鍇	釒皆
銠	釒老
錝	釒宗
虡	釒巨
𨮗	釒巨
𣝛	釒巨
鉅	釒巨
鏇	釒旋
鋆	釒均
鏃	釒族
鈁	釒方
鍅	釒方
銩	釒丟
釷	釒土
鉈	釒陀
䕶	護
曯	護矚
茕	獨
煢	獨
屚	漏
迉	遲
尸	屍
碜	慘
磣	慘
謍	營
俙	唏
齷	骯
齪	髒
杅	木於
妡	欣
蹝	屣
⻗	雨
洇	湮
掼	摜
䠷	挑
廔	婁
妁	媒
喑	暗
橒	木雲
堍	土兔
熏	燻
晸	日政
℞	Rx
窳	劣
参	參
皸	龜
烺	灬良
戔	盞
噘	翹
撅	翹
𪊓	慶
讉	遣
烟	煙
㖿	耶
䔍	篤
鞿	革幾
忸	扭
怩	慚
亘	亙
淩	凌
参	參
嚐	嘗
倖	幸
菴	庵
噹	當
录	錄
唸	念
噁	惡
侖	倫
挨	捱
据	據
蒐	搜
襬	擺
硃	朱
搴	採
悒	悶
涂	塗
确	確
俬	私
筑	築
伷	胃
胄	胃
冑	胃
揹	背
胜	勝
腊	臘
腌	醃
蕓	芸
范	範
穫	獲
衊	蔑
闢	辟
痠	酸
寀	采
鷳	閒鳥
鷼	閒鳥
鷴	閒鳥
欋	懼
歟	吧
闒	門
瞽	盲
贐	贈
癠	病
矻	勤
䃙	碌
孄	蘭
嬾	蘭
覤	覷
磗	磚
鑷	鉗
繥	葺
繕	葺
璠	玉潘
苖	苗
犟	倔
韾	馨
䀿	晰
鍳	鑒
芺	芙
婸	楊
驔	馬覃
黷	瀆
慴	摺
聱	聲
淀	澱
逋	甫
鎹	鎹
鐤	鼎
譫	訁詹
跼	焗
珵	玉呈
𠃊	L
暘	陽
𠆤	個
嗞	吱
鐽	撻
廯	癬
漉	淋
泅	游
蛸	虫肖
蠙	蚌
橾	操
簥	蕎
愾	恨
濊	穢
獈	窄
蝎	蠍
趮	燥
躁	燥
蠟	臘
蠆	躉
幵	開
閊	關
閂	關
昫	煦
轇	瓜
轕	葛
蹚	踩
敉	弭
櫫	示
縳	縛
乭	石
蹧	糟
棻	芬
繵	纏
栚	木關
諻	遑
㮔	種
逰	遊
𩙿	飠
亲	親
瀦	滯
哳	雜
啁	啾
慱	傳
剽	慓
🦾	💪
粨	米百
夌	菱
矸	石干
沆	渡
瀣	氣
豋	登
皛	晶
∧	^
Χ	X
瑧	玉秦
鶚	咢鳥
愐	緬
謿	嘲
瑂	玉眉
𣲙	冰
繄	緊
䏲	睇
䀆	盡
脤	漲
扥	托
桵	樓
鶕	鵪
瞉	殼
攖	擾
栱	拱
怫	悖
幤	幣
墣	樸
堸	土風
涱	氵長
燋	焦
㕵	旺
趌	 gut
趷	 gut
傱	從
邅	艱
𠔏	共
焛	閃
鵯	卑鳥
槑	呆
鑪	釒盧
⪰	>-
杻	扭
齎	齋
賫	齋
闥	達
蝮	虫復
毐	毒
徼	繳
旡	嗝
虩	隙虎
匏	夸瓜
瓠	夸瓜
ʍ	M
麭	包
鋐	釒宏
錵	釒花
鑶	釒藏
鐿	釒意
鍱	釒碟
鈊	釒心
鉦	釒正
琚	玉居
筴	夾
黱	騰
丅	T
謦	聲
颺	揚
㝝	冧
氺	水
鍜	鍛
𡙁	爽
懀	憎
駩	馬全
艉	尾
駃	駛
渟	氵亭
㽺	疫
䁱	曉
魽	魚甘
鑤	刨
䙦	襪
㷴	焚
燌	焚
罝	置
䛼	捏
㩲	權
瘬	障
瘴	障
∽	~
髢	
蹍	腱
縍	綁
湋	氵韋
葦	艹韋
幃	巾韋
蠄	虫禽
蟝	虫渠
韱	籤
歀	款
檮	機
轋	鏈
㬛	噏
騅	駿
聨	聯
樅	木
㕶	唔
忮	嫉
䃓	講
鎵	釒家
鈤	釒日
鉲	釒卡
錤	釒其
鏦	釒從
銶	釒求
琚	玉居
繒	繪
廾	廿
燐	磷
潾	磷
蜞	虫其
闣	鼓
鼞	鼓
詷	調
睌	晚
玀	攞
鮐	魚台
洧	氵有
縩	糹祭
蕿	萱
婞	悻
鉭	糹坦
贂	賭
愳	懼
禕	礻韋
駚	駛
溽	濕
蛯	虫老
匭	匣
龑	龍天
☐	口
殂	亡
薀	艹溫
萇	艹長
蒓	艹純
芵	艹決
癴	攣
滐	氵傑
擨	揶
彣	文采
濓	濂
憓	忄惠
瑒	場
㚈	外
餔	鋪
懆	噪
䇯	茸
玗	玉於
倢	捷
猞	犭舍
猢	犭胡
猻	犭孫
畇	田均
甗	曾瓦
甑	曾瓦
咢	顎
㗰	徙
婜	娶
雃	開鳥
鳽	開鳥
陘	徑
掁	振
哖	年
鵯	卑鳥
綪	績
屨	鞋
焿	羹
舤	帆
繯	環
湼	氵捏
涅	氵捏
溎	氵桂
澐	氵雲
廗	帶
撙	省
蠺	蠶
逭	逃
䀆	盡
∶	:
佾	俏
鷥	絲鳥
嵃	山彥
誆	騙
萭	萬
忞	勉
畚	簸
餋	養
尞	寮
鮁	魚拔
燠	炎
愔	安
鬩	訌
壱	一
鱧	魚豊
鋏	鉗
煐	火英
蟳	虫尋
瘼	苦
縭	婚
褵	婚
瓩	千瓦
杬	木元
貲	計
匂	香
舸	大舟
賩	具宗
摜	摔
饡	鑽
悕	唏
杪	秒
瑢	玉容
屪	寮
卺	瓢
挍	搞
熣	璀
墿	途
痾	屙
歀	款
隹	隼
嬖	寵
￣	-
謑	奚
卐	卍
襦	衤需
ʊ	 oo 
禡	礻馬
婔	緋
熘	溜
傼	僕
媬	女保
螟	虫冥
黧	黎
䣭	策
猷	策
筌	竹全
僨	倒
彽	低
鶑	鶯
鱅	魚庸
僎	撰
嶷	山疑
欗	欄
螭	虫離
鋦	釒局
錛	釒奔
蒝	原
㿠	慘
溲	尿
疴	屙
痌	痛
髁	骨果
勣	績
餳	糖
隰	濕
唵	奄
䯴	髮
儞	你
懚	隱
禨	礻幾
禋	礻煙
醎	鹹
儔	伴
獿	獶
梱	綑
凙	澤
蕯	薩
惲	渾
繒	綢
緃	縱
檑	木雷
埭	堰
匽	偃
褝	禪
掾	緣
璩	玉環
宄	奸
瓘	玉
